7.png	[[0.0, 0.0], 2.4166001558303933]
17.png	[[0.0, 0.0], 0.14918308407322442]
27.png	[[-0.04132511839270592, -0.04130882769823074], 8.302187480305555]
37.png	[[0.0, 0.0], 17.913699510440363]
47.png	[[0.0, 0.0], 23.118287703621647]
57.png	[[0.0, 0.0], 28.962892765044252]
67.png	[[0.0, 0.0], 29.427384941736502]
77.png	[[0.0, 0.0], 28.679426233682488]
87.png	[[-0.010812261141836643, -0.010811145417392254], 28.565168254875168]
97.png	[[-0.03784773871302605, -0.03783407434821129], 28.796937909646154]
107.png	[[0.0, 0.0], 28.804150827576585]
117.png	[[0.0, 0.0], 28.741363323335978]
127.png	[[-0.03785434365272522, -0.03784067556262016], 28.74405711409709]
137.png	[[0.0, 0.0], 28.760525452947466]
147.png	[[0.01080038771033287, 0.01080150157213211], 28.965164208485554]
157.png	[[0.0, 0.0], 35.30454526168691]
167.png	[[0.0, 0.0], 45.27492861589601]
177.png	[[0.0, 0.0], 52.29213269557514]
187.png	[[0.0, 0.0], 57.92333894406055]
197.png	[[0.004882637411355972, 0.004882865119725466], 63.48602108540594]
207.png	[[0.0, 0.0], 69.01120571408849]
217.png	[[0.0, 0.0], 73.48510901518702]
227.png	[[0.0, 0.0], 77.32859384591993]
237.png	[[0.0, 0.0], 81.01521290869343]
247.png	[[-0.004665129352360964, -0.004664921667426825], 84.70332163980422]
257.png	[[0.0, 0.0], 87.84480899083786]
267.png	[[0.0, 0.0], 87.91915255505891]
277.png	[[0.0, 0.0], 87.84856847491443]
287.png	[[0.0, 0.0], 87.85830970980959]
297.png	[[0.0, 0.0], 87.85800120929808]
307.png	[[0.0, 0.0], 87.85861406343255]
317.png	[[-0.004632055759429932, -0.004631850868463516], 87.8577996832597]
327.png	[[-0.004632054828107357, -0.004631850402802229], 87.85789971345469]
337.png	[[-0.016238277778029442, -0.01623576320707798], 87.85788568462486]
347.png	[[0.0, 0.0], 87.85785715000029]
357.png	[[0.0, 0.0], 87.85785522976354]
367.png	[[0.0, 0.0], 87.85787211650583]
377.png	[[0.0, 0.0], 87.8578700900761]
387.png	[[0.0, 0.0], 87.85785665500285]
397.png	[[0.004631850402802229, 0.004632055293768644], 87.8578885124734]
407.png	[[-0.004632055293768644, -0.004631850402802229], 87.85789601827186]
417.png	[[0.0, 0.0], 87.85786651620586]
427.png	[[0.004631850402802229, 0.004632055293768644], 87.85788747023538]
437.png	[[0.0, 0.0], 87.85786869554545]
447.png	[[0.0, 0.0], 87.85785269598333]
457.png	[[0.0, 0.0], 87.8578501476957]
467.png	[[0.0, 0.0], 87.85785445416646]
477.png	[[-0.004632055293768644, -0.004631850402802229], 87.85789022337175]
487.png	[[0.0, 0.0], 87.85786408996334]
497.png	[[-0.022964397445321083, -0.02295936457812786], 87.8578997998165]
507.png	[[0.0, 0.0], 87.85785277159273]
517.png	[[0.0, 0.0], 87.85786284969399]
527.png	[[-0.016238277778029442, -0.01623576320707798], 87.85786224889435]
537.png	[[0.0, 0.0], 87.85787138950452]
547.png	[[0.0, 0.0], 87.8578871105361]
557.png	[[-0.011606224812567234, -0.011604939587414265], 87.85789545921291]
567.png	[[0.0, 0.0], 87.85786959135567]
577.png	[[0.0, 0.0], 87.85785535688093]
587.png	[[-0.016238277778029442, -0.01623576320707798], 87.85788168685445]
597.png	[[0.0, 0.0], 87.85787346750611]
607.png	[[0.006550303660333157, 0.006550713442265987], 87.85789349565627]
