7.png	[[-8.749999046325684, -8.080194473266602], 2.4165924310685285]
17.png	[[0.0, 0.0], 0.10410745517232381]
27.png	[[0.01668647676706314, 0.016689134761691093], 8.305137033315363]
37.png	[[0.0, 0.0], 17.832206495183918]
47.png	[[0.0, 0.0], 22.89149663082911]
57.png	[[0.0, 0.0], 28.90550071085241]
67.png	[[0.0, 0.0], 29.610641104651823]
77.png	[[0.0, 0.0], 28.608215325448732]
87.png	[[0.0, 0.0], 28.5093747042328]
97.png	[[0.0, 0.0], 28.82154834021857]
107.png	[[0.0, 0.0], 28.817514301194752]
117.png	[[0.0, 0.0], 28.733724688761253]
127.png	[[0.0, 0.0], 28.740903559186908]
137.png	[[0.0, 0.0], 28.76293800869362]
147.png	[[0.0, 0.0], 28.75918892757151]
157.png	[[0.0, 0.0], 28.753609937076888]
167.png	[[0.0, 0.0], 28.755026141221958]
177.png	[[0.0, 0.0], 28.756392563962358]
187.png	[[0.0, 0.0], 28.75591534771964]
197.png	[[0.0, 0.0], 28.75560806880489]
207.png	[[0.0, 0.0], 28.755757419721014]
217.png	[[0.0, 0.0], 28.755819215589383]
227.png	[[0.0, 0.0], 28.755774584224373]
237.png	[[0.0, 0.0], 28.755759134124595]
247.png	[[0.0, 0.0], 28.755755700401323]
257.png	[[0.0, 0.0], 28.75576428351407]
267.png	[[0.0, 0.0], 28.75576428485076]
277.png	[[0.0, 0.0], 28.7557711507084]
287.png	[[0.0, 0.0], 28.755757418498632]
297.png	[[0.0, 0.0], 28.75575741566005]
307.png	[[0.0, 0.0], 28.755757418348033]
317.png	[[0.0, 0.0], 28.75576085097045]
327.png	[[0.0, 0.0], 28.755757417280012]
337.png	[[0.0, 0.0], 28.75575226771685]
347.png	[[0.0, 0.0], 28.75575741677223]
357.png	[[0.0, 0.0], 28.755757417602]
367.png	[[0.0, 0.0], 28.755752268479657]
377.png	[[0.0, 0.0], 28.755757418246606]
387.png	[[0.0, 0.0], 28.75576428362407]
397.png	[[0.0, 0.0], 28.755752267006603]
407.png	[[0.0, 0.0], 28.755759132108114]
417.png	[[0.0, 0.0], 28.75575570041695]
427.png	[[0.0, 0.0], 28.75575913437352]
437.png	[[0.0, 0.0], 28.75575913354322]
447.png	[[0.0, 0.0], 28.755764283899648]
457.png	[[0.0, 0.0], 28.755760850226526]
467.png	[[0.0, 0.0], 28.755771150594352]
477.png	[[0.0, 0.0], 28.75576085143883]
487.png	[[0.0, 0.0], 28.755764284759223]
497.png	[[0.0, 0.0], 28.74639500649071]
507.png	[[0.0, 0.0], 28.81132075685359]
517.png	[[0.0, 0.0], 28.754317182383975]
527.png	[[0.0, 0.0], 28.74111470735593]
537.png	[[0.0, 0.0], 28.75727490293627]
547.png	[[0.0, 0.0], 28.759551132336917]
557.png	[[0.0, 0.0], 28.755075922073903]
567.png	[[0.0, 0.0], 28.754814999084324]
577.png	[[0.0, 0.0], 28.756014910941783]
587.png	[[0.0, 0.0], 28.755987443574323]
597.png	[[0.0, 0.0], 28.755687037609317]
607.png	[[0.0, 0.0], 28.755719654898034]
617.png	[[0.0, 0.0], 28.75577973347958]
627.png	[[0.0, 0.0], 28.755771151147076]
637.png	[[0.0, 0.0], 28.755757418609832]
647.png	[[0.0, 0.0], 28.755759133694934]
657.png	[[0.0, 0.0], 28.755760850178614]
667.png	[[0.0, 0.0], 28.755764284092066]
677.png	[[0.0, 0.0], 28.755757418080016]
687.png	[[0.0, 0.0], 28.755752267599565]
697.png	[[0.0, 0.0], 28.75575741788581]
707.png	[[0.0, 0.0], 28.755760850383606]
717.png	[[0.0, 0.0], 28.755759133752935]
727.png	[[0.0, 0.0], 28.75342110781133]
737.png	[[0.0, 0.0], 28.755917062471354]
747.png	[[0.0, 0.0], 28.499410418413394]
757.png	[[0.0, 0.0], 27.888189035013077]
767.png	[[0.0, 0.0], 27.195261698942957]
777.png	[[0.0, 0.0], 25.717131447543004]
787.png	[[0.0, 0.0], 0.026827999043009948]
797.png	[[0.0, 0.0], 0.03151333583841645]
807.png	[[0.0, 0.0], 0.031983387913690584]
817.png	[[0.0, 0.0], 0.03200334398185004]
827.png	[[0.0, 0.0], 0.032009388508863534]
837.png	[[0.0, 0.0], 0.03200684711455004]
847.png	[[0.0, 0.0], 0.032011517510622416]
857.png	[[0.0, 0.0], 0.032006501779781475]
867.png	[[0.0, 0.0], 0.03200935162658839]
877.png	[[0.7020494937896729, 0.7067839503288269], 0.03200605586285312]
887.png	[[0.8842669725418091, 0.8917909860610962], 0.03200595527999654]
897.png	[[1.1894508600234985, 1.2031036615371704], 0.032009489091899775]
907.png	[[5.768238067626953, 6.102948188781738], 0.03200509697271307]
917.png	[[5.768238067626953, 6.102948188781738], 0.0017912177434861241]
927.png	[[5.768238067626953, 6.102948188781738], 2.313995292294521e-05]
937.png	[[5.768238067626953, 6.102948188781738], 8.514853094519565e-06]
947.png	[[5.768238067626953, 6.102948188781738], 3.854063402433453e-06]
957.png	[[5.768238067626953, 6.102948188781738], 3.069792894364746e-06]
967.png	[[5.768238067626953, 6.102948188781738], 1.7171435762577806e-06]
977.png	[[5.768238067626953, 6.102948188781738], 3.027899306510399e-06]
987.png	[[5.768238067626953, 6.102948188781738], 1.099247861299162e-06]
997.png	[[5.768238067626953, 6.102948188781738], 1.167743453484791e-06]
1007.png	[[5.768238067626953, 6.102948188781738], 1.5109120244282952e-06]
1017.png	[[5.768238067626953, 6.102948188781738], 3.376931436735328e-06]
1027.png	[[5.768238067626953, 6.102948188781738], 1.2907593401082304e-06]
1037.png	[[5.768238067626953, 6.102948188781738], 5.858362614561351e-07]
1047.png	[[5.768238067626953, 6.102948188781738], 9.616550251253224e-07]
1057.png	[[5.768238067626953, 6.102948188781738], 1.4422661771139223e-06]
1067.png	[[5.768238067626953, 6.102948188781738], 4.395894217961629e-06]
1077.png	[[5.768238067626953, 6.102948188781738], 5.536428402160504e-06]
1087.png	[[5.768238067626953, 6.102948188781738], 3.056544918888481e-06]
1097.png	[[5.768238067626953, 6.102948188781738], 3.5390428303911387e-06]
1107.png	[[5.768238067626953, 6.102948188781738], 1.3735305425199367e-06]
1117.png	[[5.768238067626953, 6.102948188781738], 3.098611682279869e-06]
1127.png	[[5.768238067626953, 6.102948188781738], 3.485380203006782e-07]
1137.png	[[5.768238067626953, 6.102948188781738], 3.6550839066166512e-06]
1147.png	[[5.768238067626953, 6.102948188781738], 8.241533310757219e-07]
1157.png	[[5.768238067626953, 6.102948188781738], 1.1676634975932457e-06]
1167.png	[[5.768238067626953, 6.102948188781738], 5.736422058569696e-06]
1177.png	[[5.768238067626953, 6.102948188781738], 1.8544163955372531e-06]
1187.png	[[5.768238067626953, 6.102948188781738], 2.129203732005488e-06]
1197.png	[[5.640259265899658, 5.959924221038818], 2.128947433850001]
1207.png	[[11.574504852294922, 12.98708724975586], 7.798987062711167]
1217.png	[[10.222206115722656, 11.312758445739746], 17.173064734345235]
1227.png	[[20.829269409179688, 25.657926559448242], 20.364171884435095]
1237.png	[[30.775409698486328, 41.446128845214844], 28.50147972587946]
1247.png	[[7.939657211303711, 8.585615158081055], 29.434795933692698]
1257.png	[[0.3901796340942383, 0.3916377127170563], 29.078507820954552]
1267.png	[[-1.7496311664581299, -1.7209094762802124], 4.721710577200454]
1277.png	[[-0.05541893094778061, -0.0553896389901638], 2.06741990384653]
1287.png	[[0.02951480634510517, 0.029523121193051338], 8.324669201495015]
1297.png	[[0.0, 0.0], 0.03209690405999925]
1307.png	[[-0.043089091777801514, -0.043071385473012924], 0.03201019312708948]
1317.png	[[0.0, 0.0], 0.03200916856122159]
1327.png	[[0.0, 0.0], 0.03200777256854468]
1337.png	[[-1.4398239850997925, -1.4203145503997803], 0.032009800896565264]
1347.png	[[-1.7050760984420776, -1.6777868270874023], 0.032004889100823636]
1357.png	[[-2.089320182800293, -2.0484983921051025], 0.03200560994833332]
1367.png	[[-2.089320182800293, -2.0484983921051025], 0.0014997368099322686]
1377.png	[[-2.089320182800293, -2.0484983921051025], 8.390818186688105e-05]
1387.png	[[-2.089320182800293, -2.0484983921051025], 9.065118243863874e-06]
1397.png	[[-2.089320182800293, -2.0484983921051025], 5.39028185909436e-06]
1407.png	[[-2.089320182800293, -2.0484983921051025], 5.837221925708451e-07]
1417.png	[[-2.089320182800293, -2.0484983921051025], 1.2217381589736743e-06]
1427.png	[[-2.089320182800293, -2.0484983921051025], 1.9057396218125188e-06]
1437.png	[[-2.089320182800293, -2.0484983921051025], 1.601322764617089e-07]
1447.png	[[-2.089320182800293, -2.0484983921051025], 2.0600523801177629e-07]
1457.png	[[-2.089320182800293, -2.0484983921051025], 2.7576467224466873e-07]
1467.png	[[-2.089320182800293, -2.0484983921051025], 6.81339283826937e-07]
1477.png	[[-2.089320182800293, -2.0484983921051025], 9.61912043757669e-07]
1487.png	[[-2.089320182800293, -2.0484983921051025], 1.4081002168543238e-06]
1497.png	[[-2.0722551345825195, -2.032090902328491], 0.6045773441603431]
1507.png	[[-1.7016713619232178, -1.674489974975586], 6.420255363686338]
1517.png	[[-0.43247225880622864, -0.4306949973106384], 10.471324181913985]
1527.png	[[0.023221489042043686, 0.02322663739323616], 18.941304338173754]
1537.png	[[0.0, 0.0], 27.972784543285897]
1547.png	[[0.0, 0.0], 27.891900022231194]
1557.png	[[0.0, 0.0], 29.13380131335077]
1567.png	[[0.0, 0.0], 28.96524661412682]
1577.png	[[0.037852708250284195, 0.03786638751626015], 28.643333579639936]
1587.png	[[-0.03785789757966995, -0.037844229489564896], 28.70672579377195]
1597.png	[[0.0, 0.0], 28.791461883641208]
1607.png	[[0.0, 0.0], 28.76629991801301]
1617.png	[[0.0, 0.0], 28.74549268102836]
1627.png	[[0.0, 0.0], 28.75376513478842]
1637.png	[[0.0, 0.0], 28.75864382219141]
1647.png	[[0.0, 0.0], 28.756079205940402]
1657.png	[[0.0, 0.0], 28.75498039825458]
1667.png	[[0.0, 0.0], 28.75573070609385]
1677.png	[[0.0, 0.0], 28.755972776382368]
1687.png	[[0.0, 0.0], 28.755770211530947]
1697.png	[[0.0, 0.0], 28.755717252706045]
1707.png	[[0.0, 0.0], 28.755758031936583]
1717.png	[[0.0, 0.0], 28.50181960244054]
1727.png	[[0.037838466465473175, 0.03785213083028793], 28.753581427670884]
1737.png	[[0.0, 0.0], 28.826156336363553]
1747.png	[[0.03784027695655823, 0.037853945046663284], 28.75152838381937]
1757.png	[[-0.010807058773934841, -0.010805943980813026], 28.73738526430841]
1767.png	[[0.0, 0.0], 28.758327947348004]
1777.png	[[0.0, 0.0], 28.76046515260202]
1787.png	[[0.010805418714880943, 0.010806532576680183], 28.754721340727205]
1797.png	[[0.0, 0.0], 28.754601503530075]
1807.png	[[0.0, 0.0], 28.756153081634583]
1817.png	[[-0.03785310685634613, -0.037839438766241074], 28.75605957459487]
1827.png	[[0.0, 0.0], 28.755652034656553]
1837.png	[[0.0, 0.0], 28.755708247807625]
1847.png	[[0.01080537773668766, 0.0108064915984869], 28.75579795787249]
1857.png	[[0.0, 0.0], 28.755773699848415]
1867.png	[[0.0, 0.0], 28.75575461299456]
1877.png	[[0.0, 0.0], 28.75576335009535]
1887.png	[[0.0, 0.0], 28.755777077898404]
1897.png	[[0.0, 0.0], 28.74639651440868]
1907.png	[[0.0, 0.0], 28.75612553353072]
1917.png	[[0.0, 0.0], 28.79419471082212]
1927.png	[[0.0, 0.0], 28.752843385118464]
1937.png	[[0.0, 0.0], 28.745788094130177]
1947.png	[[0.0, 0.0], 28.757317181282588]
1957.png	[[0.0, 0.0], 28.741795300279595]
1967.png	[[0.0, 0.0], 28.79352226520848]
1977.png	[[0.0, 0.0], 28.756717787648977]
